1.737999999999999989e+00 7.120000000000000284e+01 1.410000000000000000e+02 1.216440000000000021e-01 7.100000000000000000e+01 7.646234999999999893e+00 1.200000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 4.007180000000000319e+01	2.698900000000000077e+00 5.779999999999999716e+01 1.210000000000000000e+02 1.500779999999999892e-01 4.683333333333333570e+01 5.985768400000000433e+00 1.300000000000000000e+01 0.000000000000000000e+00 3.000000000000000000e+00 1.422381999999999991e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	0.85	1
1.737999999999999989e+00 7.120000000000000284e+01 1.410000000000000000e+02 1.216440000000000021e-01 7.100000000000000000e+01 7.646234999999999893e+00 1.200000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 4.007180000000000319e+01	4.540000000000000036e+00 1.000000000000000000e+02 1.600000000000000000e+02 1.233636999999999928e-01 6.341666666666666430e+01 6.828120000000000189e+00 2.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.374585500000000060e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	0.91	0
1.737999999999999989e+00 7.120000000000000284e+01 1.410000000000000000e+02 1.216440000000000021e-01 7.100000000000000000e+01 7.646234999999999893e+00 1.200000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 4.007180000000000319e+01	6.110000000000000320e+00 8.700000000000000000e+01 1.530000000000000000e+02 1.273344000000000142e-01 5.768750000000000000e+01 6.746186999999999934e+00 2.000000000000000000e+01 3.000000000000000000e+00 5.000000000000000000e+00 1.465549999999999997e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	0.897	0
1.737999999999999989e+00 7.120000000000000284e+01 1.410000000000000000e+02 1.216440000000000021e-01 7.100000000000000000e+01 7.646234999999999893e+00 1.200000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 4.007180000000000319e+01	7.179999999999999716e+00 8.300000000000000000e+01 1.390000000000000000e+02 1.313052999999999859e-01 5.210000000000000142e+01 6.766510000000000247e+00 1.900000000000000000e+01 5.000000000000000000e+00 6.000000000000000000e+00 1.548000000000000043e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	0.886	1
1.737999999999999989e+00 7.120000000000000284e+01 1.410000000000000000e+02 1.216440000000000021e-01 7.100000000000000000e+01 7.646234999999999893e+00 1.200000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 4.007180000000000319e+01	1.241000000000000014e+01 6.600000000000000000e+01 1.420000000000000000e+02 1.408378999999999881e-01 6.050000000000000000e+01 7.458899999999999864e+00 2.700000000000000000e+01 1.800000000000000000e+01 9.000000000000000000e+00 1.552999999999999936e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	0.908	1
2.330000000000000071e+00 3.729999999999999716e+01 1.110000000000000142e+02 1.785029999999999950e-01 3.300000000000000000e+01 8.151683000000000234e+00 1.400000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+00 1.674650000000000105e+01	1.737999999999999989e+00 7.120000000000000284e+01 1.410000000000000000e+02 1.216440000000000021e-01 7.100000000000000000e+01 7.646234999999999893e+00 1.200000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 4.007180000000000319e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	1.109	1
2.330000000000000071e+00 3.729999999999999716e+01 1.110000000000000142e+02 1.785029999999999950e-01 3.300000000000000000e+01 8.151683000000000234e+00 1.400000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+00 1.674650000000000105e+01	7.873999999999999666e+00 6.200000000000000000e+01 1.420000000000000000e+02 1.392532000000000214e-01 6.216666666666666430e+01 7.902467800000000153e+00 2.000000000000000000e+01 6.000000000000000000e+00 8.000000000000000000e+00 1.532549999999999990e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	1.051	1
2.330000000000000071e+00 3.729999999999999716e+01 1.110000000000000142e+02 1.785029999999999950e-01 3.300000000000000000e+01 8.151683000000000234e+00 1.400000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+00 1.674650000000000105e+01	8.901999999999999247e+00 4.900000000000000000e+01 1.240000000000000000e+02 1.472067999999999988e-01 5.714285714285714590e+01 7.639877000000000251e+00 2.000000000000000000e+01 8.000000000000000000e+00 1.000000000000000000e+01 1.759499999999999886e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	1.093	1
6.110000000000000320e+00 8.700000000000000000e+01 1.530000000000000000e+02 1.273344000000000142e-01 5.768750000000000000e+01 6.746186999999999934e+00 2.000000000000000000e+01 3.000000000000000000e+00 5.000000000000000000e+00 1.465549999999999997e+01	1.737999999999999989e+00 7.120000000000000284e+01 1.410000000000000000e+02 1.216440000000000021e-01 7.100000000000000000e+01 7.646234999999999893e+00 1.200000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 4.007180000000000319e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	0.988	0
7.209999999999999964e+00 6.800000000000000000e+01 1.500000000000000000e+02 1.352843999999999991e-01 5.860000000000000142e+01 7.434018000000000015e+00 2.000000000000000000e+01 5.000000000000000000e+00 7.000000000000000000e+00 1.683399999999999963e+01	2.698900000000000077e+00 5.779999999999999716e+01 1.210000000000000000e+02 1.500779999999999892e-01 4.683333333333333570e+01 5.985768400000000433e+00 1.300000000000000000e+01 0.000000000000000000e+00 3.000000000000000000e+00 1.422381999999999991e+01	5.299999999999999822e+00 1.350000000000000000e+02 1.361805400000000077e+01 2.746777000000000157e+01	0.813	1
